UserID,HasUserChurned,TotalCharges,MonthlyCharges,ContractType,PaymentMethod,Gender,AgeOver30,IsMarried,HasChildren,MonthsTenure,HasPhoneLine,HasMultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
fpdac6664,Yes,6418.9,111.95,One year,Electronic check,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
fpdlg9093,No,999.9,94.2,Month-to-month,Electronic check,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes
fpima2267,No,4914.9,94.4,Month-to-month,Credit card (automatic),Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
fpmof1241,No,1025.05,19.65,Two year,Mailed check,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fpnae2880,No,140.1,74.2,Month-to-month,Electronic check,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No
fpsyh2460,Yes,2109.35,55.8,Month-to-month,Electronic check,Female,1,No,No,40,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes
fptah5692,Yes,45.4,45.4,Month-to-month,Mailed check,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No
fpusp5199,No,1113.95,34.05,One year,Credit card (automatic),Male,0,No,Yes,33,No,No phone service,DSL,Yes,No,No,Yes,No,No
fpvqn5982,No,3532.85,95.15,Month-to-month,Electronic check,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
fpwrm2889,Yes,8684.8,117.8,One year,Bank transfer (automatic),Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
fpxhh7018,No,3457.45,59.8,Two year,Bank transfer (automatic),Male,0,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No
fpxwg5313,No,1266.4,24.6,One year,Bank transfer (automatic),Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fqajx6734,No,7171.7,105.05,Two year,Electronic check,Male,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
fqbox3623,No,416.4,19.95,Month-to-month,Mailed check,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fqhlm2139,No,1682.4,89.95,Month-to-month,Mailed check,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No
fqlhe7240,Yes,1836.25,99.75,Month-to-month,Bank transfer (automatic),Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
fqprv7100,No,3173.35,71.9,One year,Credit card (automatic),Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes
fqstq2167,No,6786.1,92.4,Two year,Electronic check,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
fqtvj3097,No,810.3,20,Two year,Mailed check,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
frabg4188,No,5925.75,103.05,Month-to-month,Electronic check,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
frfzq8292,No,1700.9,41.15,One year,Bank transfer (automatic),Female,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
frirw6693,No,1794.65,101.3,Month-to-month,Credit card (automatic),Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
frkks5201,No,1952.25,74.3,Month-to-month,Bank transfer (automatic),Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No
frlta4397,No,84.5,20.15,Month-to-month,Mailed check,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
frmjw7267,No,486.05,20.1,Two year,Mailed check,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
frmtq6265,No,609.1,20.4,Two year,Bank transfer (automatic),Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
frolu4641,No,602.9,19.3,Two year,Mailed check,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
frqoc9430,Yes,341.45,87.1,Month-to-month,Mailed check,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
frrsw7064,No,4744.35,99,One year,Electronic check,Male,1,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
frveb1379,No,1430.05,91,Month-to-month,Electronic check,Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
frvec6695,No,3953.7,60.4,Two year,Bank transfer (automatic),Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,No
frwkj4135,No,4154.55,76.25,One year,Electronic check,Female,1,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No
fryvh1116,No,1978.65,39.4,Two year,Mailed check,Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
frzaa2162,No,2395.05,39.35,Two year,Bank transfer (automatic),Male,0,Yes,Yes,63,No,No phone service,DSL,No,Yes,Yes,Yes,No,No
fshon3398,Yes,1094.5,91.3,Month-to-month,Electronic check,Female,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
fsixx3278,No,74.2,45.25,Month-to-month,Mailed check,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No
fsohn2931,No,788.35,59.9,Month-to-month,Electronic check,Male,1,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No
fsors2419,No,7719.5,108.4,Two year,Electronic check,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
fspvw1097,No,2455.05,54.55,Month-to-month,Credit card (automatic),Female,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No
fssmf5673,Yes,60.15,60.15,Month-to-month,Electronic check,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes
fstwg3518,No,7920.7,109.55,Two year,Bank transfer (automatic),Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
ftbxc4402,No,4667,89.8,Month-to-month,Mailed check,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No
ftffx4482,No,291.45,56.15,Month-to-month,Electronic check,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No
fthav0233,No,4765,79.2,One year,Bank transfer (automatic),Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
fthfq1401,No,445.3,20,One year,Credit card (automatic),Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fthlt3688,No,1067.05,63.05,Month-to-month,Bank transfer (automatic),Female,0,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes
fthur2937,No,1166.7,64.8,Month-to-month,Electronic check,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes
ftjcg9803,No,4748.7,66.85,One year,Credit card (automatic),Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
ftkhb3266,No,343.45,19.15,Two year,Mailed check,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
ftlem2810,Yes,762.25,50.15,Month-to-month,Electronic check,Female,0,No,No,16,Yes,No,DSL,Yes,No,No,No,No,No
ftqbf6285,No,1867.7,25.55,Two year,Credit card (automatic),Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
ftqgn1150,No,5811.8,94.15,One year,Bank transfer (automatic),Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
ftrts5766,No,6033.1,84.45,Two year,Mailed check,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
fttvz9728,Yes,69.2,69.2,Month-to-month,Electronic check,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No
ftuhs9099,No,1249.25,54.4,Month-to-month,Electronic check,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No
fualy0060,No,5597.65,94.75,Month-to-month,Electronic check,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
fubdz2266,No,278.85,19.35,Two year,Mailed check,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fuhcx1264,No,2780.6,56.3,One year,Credit card (automatic),Female,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes
furez4825,No,835.5,20.25,Two year,Electronic check,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fushp4003,No,1093.2,61.55,Month-to-month,Credit card (automatic),Male,0,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No
futgf4283,Yes,1471.75,79.85,Month-to-month,Electronic check,Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
fuycg3325,Yes,2847.4,106.1,One year,Electronic check,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
fvbqp2720,No,273.25,48.95,Month-to-month,Credit card (automatic),Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No
fvewj5520,Yes,916.9,84.5,Month-to-month,Electronic check,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
fvfwf0880,No,4922.4,86.4,Month-to-month,Electronic check,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No
fvjlc6474,Yes,165.45,86,Month-to-month,Electronic check,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
fvjnj0864,No,7222.75,113.35,One year,Electronic check,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
fvmzz3748,No,162.45,40.05,Month-to-month,Electronic check,Male,0,No,No,4,No,No phone service,DSL,No,No,No,Yes,No,Yes
fvpta0156,Yes,1152.7,54.2,Month-to-month,Electronic check,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No
fvqkb5208,No,4664.15,67.95,Two year,Mailed check,Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes
fvvdh9297,No,4845.4,84.5,Two year,Electronic check,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
fvvrp3948,No,452.8,54.8,Month-to-month,Mailed check,Male,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,No,No
fvypk7159,No,235,69.15,Month-to-month,Bank transfer (automatic),Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No
fvywk3088,No,1336.1,25.55,Two year,Credit card (automatic),Male,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fvzcc9488,No,5661.7,79.5,Two year,Bank transfer (automatic),Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
fweya7047,No,4594.65,103.15,One year,Electronic check,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
fwgew7622,No,4824.45,85.65,Two year,Bank transfer (automatic),Male,1,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
fwlch9837,No,239,19.2,Month-to-month,Electronic check,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fwtte1261,No,768.45,34.65,Month-to-month,Bank transfer (automatic),Male,1,No,No,23,No,No phone service,DSL,No,No,No,No,No,Yes
fwvfy4657,No,3915.4,96.35,Month-to-month,Credit card (automatic),Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
fxcys3845,No,31.2,19.65,Month-to-month,Electronic check,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fxfvo5760,No,494.95,78.95,Month-to-month,Electronic check,Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
fxjfo3662,No,1035.7,20.5,Two year,Mailed check,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fxotp5647,No,6401.25,105.9,Month-to-month,Electronic check,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
fxsck9249,Yes,5916.45,111.25,One year,Credit card (automatic),Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
fxtiz9378,Yes,3715.65,70.15,One year,Credit card (automatic),Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes
fxybo4176,No,6118.95,109.55,Month-to-month,Electronic check,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
fydib8404,No,2208.75,86.65,Month-to-month,Credit card (automatic),Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No
fyfqz8919,Yes,1359.7,30.35,Month-to-month,Electronic check,Male,1,Yes,No,44,No,No phone service,DSL,No,Yes,No,No,No,No
fyhki3091,Yes,35.45,35.45,Month-to-month,Electronic check,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes
fyjnt4918,No,5044.8,90.45,Month-to-month,Electronic check,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
fynnl2307,No,7108.2,109.05,Two year,Electronic check,Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
fynpz8388,No,245.15,56.75,Month-to-month,Electronic check,Male,0,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,No
fyqau9488,No,6841.4,109.25,Two year,Bank transfer (automatic),Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
fysyg1049,No,646.05,35.65,Month-to-month,Credit card (automatic),Female,0,Yes,No,17,No,No phone service,DSL,No,Yes,Yes,No,No,No
fyzow1678,Yes,244.65,79.4,Month-to-month,Electronic check,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No
fzatl3190,No,268.4,19.95,Month-to-month,Mailed check,Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fzbjk8384,No,5611.7,100.6,Month-to-month,Electronic check,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
fzbsx4518,No,854.9,20.25,One year,Mailed check,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fzded9919,No,5981.65,84.1,Two year,Credit card (automatic),Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
fzdmn3217,Yes,742.95,94.45,Month-to-month,Credit card (automatic),Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
fzfrv1228,Yes,5341.8,105.95,Month-to-month,Credit card (automatic),Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
fzhpe7812,Yes,409.9,24.1,Month-to-month,Mailed check,Female,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fzjwe4547,No,3157,59.45,One year,Credit card (automatic),Male,0,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,No,Yes
fzoqh6345,No,1363.45,19.9,Two year,Mailed check,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fzqec1755,No,791.15,19.9,One year,Mailed check,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fzreh1597,Yes,160.8,76.4,Month-to-month,Electronic check,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
fzsdj3836,No,1901,24.85,Two year,Bank transfer (automatic),Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fztfm7030,No,7922.75,110.9,Two year,Credit card (automatic),Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
fztoe8468,No,5237.4,74.35,Two year,Electronic check,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes
fzugp6732,No,4615.25,94.9,One year,Credit card (automatic),Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
fzwsy6729,No,1195.95,19.45,One year,Mailed check,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
fzysa1891,Yes,6143.15,89.95,Month-to-month,Electronic check,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
gaegl3551,No,938.65,30.4,One year,Bank transfer (automatic),Male,0,Yes,Yes,34,No,No phone service,DSL,Yes,No,No,No,No,No
gaesd4257,No,298.7,45,Month-to-month,Credit card (automatic),Female,0,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes
gagio8868,No,3713.95,84.55,Month-to-month,Mailed check,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No
gahqe6376,Yes,299.2,77.85,Month-to-month,Electronic check,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No
gakkq2368,No,7939.25,113.65,Two year,Bank transfer (automatic),Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
galil9184,No,781.25,20.45,Month-to-month,Mailed check,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
galxr1450,Yes,1058.25,98.5,Month-to-month,Electronic check,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
galyp3422,No,145.15,79.45,Month-to-month,Electronic check,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
ganhu1092,Yes,1313.55,76.65,Month-to-month,Electronic check,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No
ganil7856,No,4525.8,98.7,One year,Bank transfer (automatic),Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
gasnp3507,No,1189.9,19.95,Two year,Mailed check,Male,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
gauuy5301,Yes,2596.15,80.35,Month-to-month,Bank transfer (automatic),Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
gavap0822,Yes,62.25,34.7,Month-to-month,Electronic check,Female,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,Yes
gaxqd2718,Yes,181.6,46,Month-to-month,Electronic check,Female,1,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No
gbatb8063,Yes,2287.25,85.25,Month-to-month,Electronic check,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
gbfre5167,Yes,102.5,25.2,Month-to-month,Bank transfer (automatic),Male,1,No,No,4,No,No phone service,DSL,No,No,No,No,No,No
gbivw2988,No,6470.1,90.85,Month-to-month,Electronic check,Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes
gbiwp5930,No,5553.25,81.5,Two year,Credit card (automatic),Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
gbpfb2884,Yes,2416.55,70.3,Month-to-month,Electronic check,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,No
gbrwv3179,No,1339.8,64.95,Month-to-month,Bank transfer (automatic),Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes
gbtcd4815,No,99.95,25.15,Month-to-month,Electronic check,Female,0,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,No
gbush3050,No,113.95,34.8,Month-to-month,Credit card (automatic),Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No
gbwjz6685,No,4448.8,70.8,One year,Credit card (automatic),Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
gbzsh0259,Yes,181.5,85.65,Month-to-month,Electronic check,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
gcdgq6937,No,955.6,48.95,One year,Bank transfer (automatic),Male,0,Yes,Yes,19,Yes,No,DSL,Yes,No,No,No,No,No
gcdpi2786,No,5222.35,104.95,Month-to-month,Electronic check,Female,1,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
gcdxg0674,No,4479.2,71.9,Two year,Bank transfer (automatic),Male,0,No,No,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
gcpmu3398,No,6448.85,89.55,Two year,Credit card (automatic),Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
gcpwe9483,No,190.25,20.1,One year,Mailed check,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
gcqfh5002,No,4733.1,93.85,Month-to-month,Bank transfer (automatic),Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
gcspv3737,Yes,1222.05,96.2,Month-to-month,Credit card (automatic),Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No
gcyec6038,Yes,1240.25,54.15,Month-to-month,Credit card (automatic),Female,0,No,No,24,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
gcymi5884,Yes,69.4,69.4,Month-to-month,Mailed check,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No
gczhz3763,Yes,6890,104.05,One year,Electronic check,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
gddso0334,Yes,233.7,81.35,Month-to-month,Electronic check,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
gdisb0623,No,48.45,48.45,Month-to-month,Bank transfer (automatic),Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No
gdmoi6804,Yes,6428.4,106.6,Two year,Electronic check,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
gdngc6729,No,1614.2,80.7,Month-to-month,Bank transfer (automatic),Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No
gdrcn2034,Yes,168.2,90.4,Month-to-month,Electronic check,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
gdshl2223,No,8297.5,116.05,Two year,Bank transfer (automatic),Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
gdtmp8347,No,1225.65,19.45,Two year,Credit card (automatic),Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
gdwgv9801,Yes,3994.45,103.45,Month-to-month,Electronic check,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
gdzko9092,No,493.4,24.85,Month-to-month,Credit card (automatic),Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
geadv4393,No,7842.3,114.75,Two year,Credit card (automatic),Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
geeax5233,Yes,221.9,29.4,Month-to-month,Electronic check,Male,1,No,No,8,No,No phone service,DSL,No,No,Yes,No,No,No
gefrm4686,No,6858.9,98.7,Two year,Bank transfer (automatic),Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
gejlj1051,No,27.55,19.5,Month-to-month,Mailed check,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
geooq8847,No,3582.4,60.2,Month-to-month,Bank transfer (automatic),Male,0,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
gesul2892,No,309.25,19.35,Two year,Mailed check,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
getrm3161,No,3097,90.05,Month-to-month,Credit card (automatic),Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
gfcfi4514,Yes,1350.15,84.75,Month-to-month,Electronic check,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
gfgcz8404,No,250.1,65.6,Month-to-month,Electronic check,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No
gfjmm5066,No,45.75,19.9,Month-to-month,Mailed check,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
gflbr3023,Yes,2745.7,86.15,Month-to-month,Credit card (automatic),Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
gfntw0019,No,2560.1,45.05,Two year,Bank transfer (automatic),Female,0,No,No,56,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
gfpmb5136,No,4869.5,89.4,Month-to-month,Credit card (automatic),Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
gfqhk4349,Yes,54.35,54.35,Month-to-month,Electronic check,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No
gfsoe2575,Yes,506.9,69,Month-to-month,Electronic check,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No
gfvoi9194,No,3571.6,84.35,Two year,Credit card (automatic),Female,0,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
gfwql3945,Yes,480.6,44.55,Month-to-month,Electronic check,Female,0,No,Yes,12,Yes,No,DSL,No,No,No,No,No,No
gfxlz8791,No,593.05,49.05,Month-to-month,Bank transfer (automatic),Male,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No
gfzor2716,No,3551.65,86.1,Month-to-month,Credit card (automatic),Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No
ggawx1370,No,4408.45,94.15,One year,Electronic check,Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
ggcac0567,No,438.9,61.4,Month-to-month,Electronic check,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,No
ggcno7128,No,3249.4,72.8,Month-to-month,Bank transfer (automatic),Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No
ggdwg6878,No,641.15,19.4,Month-to-month,Bank transfer (automatic),Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
ggfnm1830,No,6078.75,94.55,Two year,Credit card (automatic),Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
ggprw5965,No,7609.75,105.25,Two year,Bank transfer (automatic),Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
ggsuk1496,Yes,25.7,25.7,Month-to-month,Mailed check,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No
